Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,3.0
Calibration Date,06/18/2013
Test Name,8530C_2-5_001
Test Start Time,01:01:07 PM
Test Start Date,07/16/2014
Test Length [D:H:M],0:0:54
Test Interval [M:S],0:1
Mass Average [mg/m3],0.012
Mass Minimum [mg/m3],0.001
Mass Maximum [mg/m3],0.157
Mass TWA [mg/m3],0.001
Photometric User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,3259

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
3071,0.011,,
3072,0.011,,
3073,0.010,,
3074,0.011,,
3075,0.011,,
3076,0.010,,
3077,0.011,,
3078,0.010,,
3079,0.010,,
3080,0.009,,
3081,0.010,,
3082,0.011,,
3083,0.011,,
3084,0.012,,
3085,0.012,,
3086,0.011,,
3087,0.010,,
3088,0.010,,
3089,0.012,,
3090,0.013,,
3091,0.011,,
3092,0.010,,
3093,0.010,,
3094,0.011,,
3095,0.009,,
3096,0.010,,
3097,0.012,,
3098,0.011,,
3099,0.011,,
3100,0.011,,
3101,0.011,,
3102,0.012,,
3103,0.012,,
3104,0.013,,
3105,0.012,,
3106,0.011,,
3107,0.011,,
3108,0.011,,
3109,0.010,,
3110,0.011,,
3111,0.012,,
3112,0.012,,
3113,0.011,,
3114,0.010,,
3115,0.011,,
3116,0.011,,
3117,0.011,,
3118,0.010,,
3119,0.009,,
3120,0.009,,
3121,0.010,,
3122,0.009,,
3123,0.008,,
3124,0.009,,
3125,0.010,,
3126,0.010,,
3127,0.010,,
3128,0.010,,
3129,0.011,,
3130,0.011,,
3131,0.010,,
3132,0.009,,
3133,0.009,,
3134,0.009,,
3135,0.009,,
3136,0.009,,
3137,0.010,,
3138,0.010,,
3139,0.010,,
3140,0.010,,
3141,0.010,,
3142,0.011,,
3143,0.011,,
3144,0.010,,
3145,0.010,,
3146,0.010,,
3147,0.010,,
3148,0.010,,
3149,0.009,,
3150,0.010,,
3151,0.010,,
3152,0.010,,
3153,0.010,,
3154,0.010,,
3155,0.010,,
3156,0.009,,
3157,0.009,,
3158,0.009,,
3159,0.009,,
3160,0.010,,
3161,0.009,,
3162,0.010,,
3163,0.010,,
3164,0.009,,
3165,0.009,,
3166,0.010,,
3167,0.010,,
3168,0.010,,
3169,0.010,,
3170,0.010,,
3171,0.010,,
3172,0.009,,
3173,0.010,,
3174,0.011,,
3175,0.010,,
3176,0.010,,
3177,0.011,,
3178,0.012,,
3179,0.011,,
3180,0.011,,
3181,0.011,,
3182,0.011,,
3183,0.010,,
3184,0.009,,
3185,0.009,,
3186,0.009,,
3187,0.009,,
3188,0.009,,
3189,0.010,,
3190,0.012,,
3191,0.011,,
3192,0.010,,
3193,0.010,,
3194,0.011,,
3195,0.011,,
3196,0.011,,
3197,0.010,,
3198,0.010,,
3199,0.012,,
3200,0.011,,
3201,0.010,,
3202,0.010,,
3203,0.011,,
3204,0.010,,
3205,0.010,,
3206,0.011,,
3207,0.010,,
3208,0.011,,
3209,0.010,,
3210,0.009,,
3211,0.009,,
3212,0.007,,
3213,0.004,,
3214,0.002,,
3215,0.002,,
3216,0.002,,
3217,0.002,,
3218,0.001,,
3219,0.001,,
3220,0.002,,
3221,0.001,,
3222,0.001,,
3223,0.001,,
3224,0.002,,
3225,0.001,,
3226,0.001,,
3227,0.001,,
3228,0.001,,
3229,0.001,,
3230,0.001,,
3231,0.002,,
3232,0.001,,
3233,0.001,,
3234,0.001,,
3235,0.001,,
3236,0.001,,
3237,0.002,,
3238,0.003,,
3239,0.003,,
3240,0.002,,
3241,0.001,,
3242,0.001,,
3243,0.001,,
3244,0.001,,
3245,0.002,,
3246,0.003,,
3247,0.001,,
3248,0.001,,
3249,0.002,,
3250,0.001,,
3251,0.002,,
3252,0.002,,
3253,0.002,,
3254,0.004,,
3255,0.005,,
3256,0.003,,
3257,0.002,,
3258,0.002,,
3259,0.002,,
